clk:           0	 request_char: 0	 lfsr_to_ascii:   0	 ascii_to_fifo:  33	 fifo_out_to_uart:   0	 uart_done: 0	 s_out: 1
clk:     3443149	 request_char: 1	 lfsr_to_ascii: 124	 ascii_to_fifo:  63	 fifo_out_to_uart: 104	 uart_done: 0	 s_out: 0
clk:     3484821	 request_char: 1	 lfsr_to_ascii: 162	 ascii_to_fifo: 101	 fifo_out_to_uart: 104	 uart_done: 0	 s_out: 1
clk:     3495239	 request_char: 1	 lfsr_to_ascii: 216	 ascii_to_fifo:  87	 fifo_out_to_uart: 104	 uart_done: 0	 s_out: 0
clk:     3505657	 request_char: 1	 lfsr_to_ascii:  54	 ascii_to_fifo:  87	 fifo_out_to_uart: 104	 uart_done: 0	 s_out: 1
clk:     3526493	 request_char: 1	 lfsr_to_ascii:  71	 ascii_to_fifo: 104	 fifo_out_to_uart: 104	 uart_done: 0	 s_out: 0
clk:     3536911	 request_char: 1	 lfsr_to_ascii: 153	 ascii_to_fifo:  92	 fifo_out_to_uart: 104	 uart_done: 1	 s_out: 1
clk:     3557747	 request_char: 1	 lfsr_to_ascii: 231	 ascii_to_fifo: 102	 fifo_out_to_uart:  79	 uart_done: 0	 s_out: 0
clk:     3568165	 request_char: 1	 lfsr_to_ascii: 177	 ascii_to_fifo: 116	 fifo_out_to_uart:  79	 uart_done: 0	 s_out: 1
clk:     3609837	 request_char: 1	 lfsr_to_ascii: 103	 ascii_to_fifo:  42	 fifo_out_to_uart:  79	 uart_done: 0	 s_out: 0
clk:     3630673	 request_char: 1	 lfsr_to_ascii:  92	 ascii_to_fifo: 125	 fifo_out_to_uart:  79	 uart_done: 0	 s_out: 1
clk:     3641091	 request_char: 1	 lfsr_to_ascii:  23	 ascii_to_fifo:  56	 fifo_out_to_uart:  79	 uart_done: 0	 s_out: 0
clk:     3651509	 request_char: 1	 lfsr_to_ascii: 141	 ascii_to_fifo:  80	 fifo_out_to_uart:  79	 uart_done: 1	 s_out: 1
clk:     3672345	 request_char: 1	 lfsr_to_ascii: 158	 ascii_to_fifo:  97	 fifo_out_to_uart: 102	 uart_done: 0	 s_out: 0
clk:     3693181	 request_char: 1	 lfsr_to_ascii: 189	 ascii_to_fifo:  60	 fifo_out_to_uart: 102	 uart_done: 0	 s_out: 1
clk:     3714017	 request_char: 1	 lfsr_to_ascii: 157	 ascii_to_fifo:  96	 fifo_out_to_uart: 102	 uart_done: 0	 s_out: 0
clk:     3734853	 request_char: 1	 lfsr_to_ascii: 159	 ascii_to_fifo:  98	 fifo_out_to_uart: 102	 uart_done: 0	 s_out: 1
clk:     3755689	 request_char: 1	 lfsr_to_ascii: 163	 ascii_to_fifo: 102	 fifo_out_to_uart: 102	 uart_done: 0	 s_out: 0
clk:     3766107	 request_char: 1	 lfsr_to_ascii: 160	 ascii_to_fifo:  99	 fifo_out_to_uart: 102	 uart_done: 1	 s_out: 1
clk:     3786943	 request_char: 1	 lfsr_to_ascii:  10	 ascii_to_fifo:  43	 fifo_out_to_uart:  47	 uart_done: 0	 s_out: 0
clk:     3797361	 request_char: 1	 lfsr_to_ascii: 242	 ascii_to_fifo: 113	 fifo_out_to_uart:  47	 uart_done: 0	 s_out: 1
clk:     3839033	 request_char: 1	 lfsr_to_ascii:  33	 ascii_to_fifo:  66	 fifo_out_to_uart:  47	 uart_done: 0	 s_out: 0
clk:     3849451	 request_char: 1	 lfsr_to_ascii: 112	 ascii_to_fifo:  51	 fifo_out_to_uart:  47	 uart_done: 0	 s_out: 1
clk:     3859869	 request_char: 1	 lfsr_to_ascii:  28	 ascii_to_fifo:  61	 fifo_out_to_uart:  47	 uart_done: 0	 s_out: 0
clk:     3880705	 request_char: 1	 lfsr_to_ascii: 137	 ascii_to_fifo:  76	 fifo_out_to_uart:  47	 uart_done: 1	 s_out: 1
clk:     3901541	 request_char: 1	 lfsr_to_ascii: 230	 ascii_to_fifo: 101	 fifo_out_to_uart:  74	 uart_done: 0	 s_out: 0
clk:     3922377	 request_char: 1	 lfsr_to_ascii:  74	 ascii_to_fifo: 107	 fifo_out_to_uart:  74	 uart_done: 0	 s_out: 1
clk:     3932795	 request_char: 1	 lfsr_to_ascii: 226	 ascii_to_fifo:  97	 fifo_out_to_uart:  74	 uart_done: 0	 s_out: 0
clk:     3943213	 request_char: 1	 lfsr_to_ascii: 200	 ascii_to_fifo:  71	 fifo_out_to_uart:  74	 uart_done: 0	 s_out: 1
clk:     3953631	 request_char: 1	 lfsr_to_ascii:  50	 ascii_to_fifo:  83	 fifo_out_to_uart:  74	 uart_done: 0	 s_out: 0
clk:     3974467	 request_char: 1	 lfsr_to_ascii:  63	 ascii_to_fifo:  96	 fifo_out_to_uart:  74	 uart_done: 0	 s_out: 1
clk:     3984885	 request_char: 1	 lfsr_to_ascii: 135	 ascii_to_fifo:  74	 fifo_out_to_uart:  74	 uart_done: 0	 s_out: 0
clk:     3995303	 request_char: 1	 lfsr_to_ascii: 169	 ascii_to_fifo: 108	 fifo_out_to_uart:  74	 uart_done: 1	 s_out: 1
clk:     4016139	 request_char: 1	 lfsr_to_ascii: 228	 ascii_to_fifo:  99	 fifo_out_to_uart:  79	 uart_done: 0	 s_out: 0
clk:     4026557	 request_char: 1	 lfsr_to_ascii:  57	 ascii_to_fifo:  90	 fifo_out_to_uart:  79	 uart_done: 0	 s_out: 1
clk:     4068229	 request_char: 1	 lfsr_to_ascii: 152	 ascii_to_fifo:  91	 fifo_out_to_uart:  79	 uart_done: 0	 s_out: 0
clk:     4089065	 request_char: 1	 lfsr_to_ascii: 249	 ascii_to_fifo: 120	 fifo_out_to_uart:  79	 uart_done: 0	 s_out: 1
clk:     4099483	 request_char: 1	 lfsr_to_ascii:  70	 ascii_to_fifo: 103	 fifo_out_to_uart:  79	 uart_done: 0	 s_out: 0
clk:     4109901	 request_char: 1	 lfsr_to_ascii: 225	 ascii_to_fifo:  96	 fifo_out_to_uart:  79	 uart_done: 1	 s_out: 1
clk:     4130737	 request_char: 1	 lfsr_to_ascii:  16	 ascii_to_fifo:  49	 fifo_out_to_uart:  48	 uart_done: 0	 s_out: 0
clk:     4182827	 request_char: 1	 lfsr_to_ascii: 247	 ascii_to_fifo: 118	 fifo_out_to_uart:  48	 uart_done: 0	 s_out: 1
clk:     4203663	 request_char: 1	 lfsr_to_ascii:  85	 ascii_to_fifo: 118	 fifo_out_to_uart:  48	 uart_done: 0	 s_out: 0
clk:     4224499	 request_char: 1	 lfsr_to_ascii:  99	 ascii_to_fifo:  38	 fifo_out_to_uart:  48	 uart_done: 1	 s_out: 1
clk:     4245335	 request_char: 1	 lfsr_to_ascii:  36	 ascii_to_fifo:  69	 fifo_out_to_uart:  86	 uart_done: 0	 s_out: 0
clk:     4266171	 request_char: 1	 lfsr_to_ascii: 122	 ascii_to_fifo:  61	 fifo_out_to_uart:  86	 uart_done: 0	 s_out: 1
clk:     4287007	 request_char: 1	 lfsr_to_ascii: 203	 ascii_to_fifo:  74	 fifo_out_to_uart:  86	 uart_done: 0	 s_out: 0
clk:     4297425	 request_char: 1	 lfsr_to_ascii: 186	 ascii_to_fifo: 125	 fifo_out_to_uart:  86	 uart_done: 0	 s_out: 1
clk:     4307843	 request_char: 1	 lfsr_to_ascii: 222	 ascii_to_fifo:  93	 fifo_out_to_uart:  86	 uart_done: 0	 s_out: 0
clk:     4318261	 request_char: 1	 lfsr_to_ascii: 199	 ascii_to_fifo:  70	 fifo_out_to_uart:  86	 uart_done: 0	 s_out: 1
clk:     4328679	 request_char: 1	 lfsr_to_ascii: 185	 ascii_to_fifo: 124	 fifo_out_to_uart:  86	 uart_done: 0	 s_out: 0
clk:     4339097	 request_char: 1	 lfsr_to_ascii:  86	 ascii_to_fifo: 119	 fifo_out_to_uart:  86	 uart_done: 1	 s_out: 1
clk:     4359933	 request_char: 1	 lfsr_to_ascii:  65	 ascii_to_fifo:  98	 fifo_out_to_uart:  68	 uart_done: 0	 s_out: 0
clk:     4391187	 request_char: 1	 lfsr_to_ascii: 246	 ascii_to_fifo: 117	 fifo_out_to_uart:  68	 uart_done: 0	 s_out: 1
clk:     4401605	 request_char: 1	 lfsr_to_ascii: 205	 ascii_to_fifo:  76	 fifo_out_to_uart:  68	 uart_done: 0	 s_out: 0
clk:     4432859	 request_char: 1	 lfsr_to_ascii: 214	 ascii_to_fifo:  85	 fifo_out_to_uart:  68	 uart_done: 0	 s_out: 1
clk:     4443277	 request_char: 1	 lfsr_to_ascii: 197	 ascii_to_fifo:  68	 fifo_out_to_uart:  68	 uart_done: 0	 s_out: 0
clk:     4453695	 request_char: 1	 lfsr_to_ascii:  73	 ascii_to_fifo: 106	 fifo_out_to_uart:  68	 uart_done: 1	 s_out: 1
clk:     4474531	 request_char: 1	 lfsr_to_ascii: 234	 ascii_to_fifo: 105	 fifo_out_to_uart: 101	 uart_done: 0	 s_out: 0
clk:     4484949	 request_char: 1	 lfsr_to_ascii: 202	 ascii_to_fifo:  73	 fifo_out_to_uart: 101	 uart_done: 0	 s_out: 1
clk:     4495367	 request_char: 1	 lfsr_to_ascii: 194	 ascii_to_fifo:  65	 fifo_out_to_uart: 101	 uart_done: 0	 s_out: 0
clk:     4505785	 request_char: 1	 lfsr_to_ascii: 192	 ascii_to_fifo:  63	 fifo_out_to_uart: 101	 uart_done: 0	 s_out: 1
clk:     4516203	 request_char: 1	 lfsr_to_ascii:  48	 ascii_to_fifo:  81	 fifo_out_to_uart: 101	 uart_done: 0	 s_out: 0
clk:     4537039	 request_char: 1	 lfsr_to_ascii:   3	 ascii_to_fifo:  36	 fifo_out_to_uart: 101	 uart_done: 0	 s_out: 1
clk:     4557875	 request_char: 1	 lfsr_to_ascii:  34	 ascii_to_fifo:  67	 fifo_out_to_uart: 101	 uart_done: 0	 s_out: 0
clk:     4568293	 request_char: 1	 lfsr_to_ascii: 248	 ascii_to_fifo: 119	 fifo_out_to_uart: 101	 uart_done: 1	 s_out: 1
clk:     4589129	 request_char: 1	 lfsr_to_ascii: 255	 ascii_to_fifo: 126	 fifo_out_to_uart:  59	 uart_done: 0	 s_out: 0
clk:     4599547	 request_char: 1	 lfsr_to_ascii: 183	 ascii_to_fifo: 122	 fifo_out_to_uart:  59	 uart_done: 0	 s_out: 1
clk:     4620383	 request_char: 1	 lfsr_to_ascii:  81	 ascii_to_fifo: 114	 fifo_out_to_uart:  59	 uart_done: 0	 s_out: 0
clk:     4630801	 request_char: 1	 lfsr_to_ascii: 108	 ascii_to_fifo:  47	 fifo_out_to_uart:  59	 uart_done: 0	 s_out: 1
clk:     4662055	 request_char: 1	 lfsr_to_ascii: 211	 ascii_to_fifo:  82	 fifo_out_to_uart:  59	 uart_done: 0	 s_out: 0
clk:     4682891	 request_char: 1	 lfsr_to_ascii:  47	 ascii_to_fifo:  80	 fifo_out_to_uart:  59	 uart_done: 1	 s_out: 1
clk:     4703727	 request_char: 1	 lfsr_to_ascii: 168	 ascii_to_fifo: 107	 fifo_out_to_uart:  80	 uart_done: 0	 s_out: 0
clk:     4755817	 request_char: 1	 lfsr_to_ascii: 184	 ascii_to_fifo: 123	 fifo_out_to_uart:  80	 uart_done: 0	 s_out: 1
clk:     4766235	 request_char: 1	 lfsr_to_ascii:  46	 ascii_to_fifo:  79	 fifo_out_to_uart:  80	 uart_done: 0	 s_out: 0
clk:     4776653	 request_char: 1	 lfsr_to_ascii: 251	 ascii_to_fifo: 122	 fifo_out_to_uart:  80	 uart_done: 0	 s_out: 1
clk:     4787071	 request_char: 1	 lfsr_to_ascii: 182	 ascii_to_fifo: 121	 fifo_out_to_uart:  80	 uart_done: 0	 s_out: 0
clk:     4797489	 request_char: 1	 lfsr_to_ascii: 221	 ascii_to_fifo:  92	 fifo_out_to_uart:  80	 uart_done: 1	 s_out: 1
clk:     4818325	 request_char: 1	 lfsr_to_ascii: 155	 ascii_to_fifo:  94	 fifo_out_to_uart: 113	 uart_done: 0	 s_out: 0
clk:     4828743	 request_char: 1	 lfsr_to_ascii: 174	 ascii_to_fifo: 113	 fifo_out_to_uart: 113	 uart_done: 0	 s_out: 1
clk:     4839161	 request_char: 1	 lfsr_to_ascii: 219	 ascii_to_fifo:  90	 fifo_out_to_uart: 113	 uart_done: 0	 s_out: 0
clk:     4870415	 request_char: 1	 lfsr_to_ascii: 191	 ascii_to_fifo:  62	 fifo_out_to_uart: 113	 uart_done: 0	 s_out: 1
clk:     4901669	 request_char: 1	 lfsr_to_ascii:  80	 ascii_to_fifo: 113	 fifo_out_to_uart: 113	 uart_done: 0	 s_out: 0
clk:     4912087	 request_char: 1	 lfsr_to_ascii:  20	 ascii_to_fifo:  53	 fifo_out_to_uart: 113	 uart_done: 1	 s_out: 1
clk:     4932923	 request_char: 1	 lfsr_to_ascii: 121	 ascii_to_fifo:  60	 fifo_out_to_uart:  76	 uart_done: 0	 s_out: 0
clk:     4964177	 request_char: 1	 lfsr_to_ascii:  66	 ascii_to_fifo:  99	 fifo_out_to_uart:  76	 uart_done: 0	 s_out: 1
clk:     4985013	 request_char: 1	 lfsr_to_ascii:  56	 ascii_to_fifo:  89	 fifo_out_to_uart:  76	 uart_done: 0	 s_out: 0
clk:     5005849	 request_char: 1	 lfsr_to_ascii: 243	 ascii_to_fifo: 114	 fifo_out_to_uart:  76	 uart_done: 0	 s_out: 1
clk:     5016267	 request_char: 1	 lfsr_to_ascii: 180	 ascii_to_fifo: 119	 fifo_out_to_uart:  76	 uart_done: 0	 s_out: 0
clk:     5026685	 request_char: 1	 lfsr_to_ascii:  45	 ascii_to_fifo:  78	 fifo_out_to_uart:  76	 uart_done: 1	 s_out: 1
clk:     5047521	 request_char: 1	 lfsr_to_ascii: 148	 ascii_to_fifo:  87	 fifo_out_to_uart: 103	 uart_done: 0	 s_out: 0
clk:     5057939	 request_char: 1	 lfsr_to_ascii:  37	 ascii_to_fifo:  70	 fifo_out_to_uart: 103	 uart_done: 0	 s_out: 1
clk:     5089193	 request_char: 1	 lfsr_to_ascii:  25	 ascii_to_fifo:  58	 fifo_out_to_uart: 103	 uart_done: 0	 s_out: 0
clk:     5110029	 request_char: 1	 lfsr_to_ascii: 239	 ascii_to_fifo: 110	 fifo_out_to_uart: 103	 uart_done: 0	 s_out: 1
clk:     5130865	 request_char: 1	 lfsr_to_ascii: 164	 ascii_to_fifo: 103	 fifo_out_to_uart: 103	 uart_done: 0	 s_out: 0
clk:     5141283	 request_char: 1	 lfsr_to_ascii:  41	 ascii_to_fifo:  74	 fifo_out_to_uart: 103	 uart_done: 1	 s_out: 1
clk:     5162119	 request_char: 1	 lfsr_to_ascii: 236	 ascii_to_fifo: 107	 fifo_out_to_uart:  96	 uart_done: 0	 s_out: 0
clk:     5224627	 request_char: 1	 lfsr_to_ascii: 140	 ascii_to_fifo:  79	 fifo_out_to_uart:  96	 uart_done: 0	 s_out: 1
clk:     5245463	 request_char: 1	 lfsr_to_ascii: 128	 ascii_to_fifo:  67	 fifo_out_to_uart:  96	 uart_done: 0	 s_out: 0
clk:     5255881	 request_char: 1	 lfsr_to_ascii:  32	 ascii_to_fifo:  65	 fifo_out_to_uart:  96	 uart_done: 1	 s_out: 1
clk:     5276717	 request_char: 1	 lfsr_to_ascii:   2	 ascii_to_fifo:  35	 fifo_out_to_uart:  64	 uart_done: 0	 s_out: 0
clk:     5349643	 request_char: 1	 lfsr_to_ascii: 198	 ascii_to_fifo:  69	 fifo_out_to_uart:  64	 uart_done: 0	 s_out: 1
clk:     5360061	 request_char: 1	 lfsr_to_ascii: 193	 ascii_to_fifo:  64	 fifo_out_to_uart:  64	 uart_done: 0	 s_out: 0
clk:     5370479	 request_char: 1	 lfsr_to_ascii:  72	 ascii_to_fifo: 105	 fifo_out_to_uart:  64	 uart_done: 1	 s_out: 1
clk:     5391315	 request_char: 1	 lfsr_to_ascii: 244	 ascii_to_fifo: 115	 fifo_out_to_uart: 119	 uart_done: 0	 s_out: 0
clk:     5401733	 request_char: 1	 lfsr_to_ascii:  61	 ascii_to_fifo:  94	 fifo_out_to_uart: 119	 uart_done: 0	 s_out: 1
clk:     5432987	 request_char: 1	 lfsr_to_ascii:  93	 ascii_to_fifo: 126	 fifo_out_to_uart: 119	 uart_done: 0	 s_out: 0
clk:     5443405	 request_char: 1	 lfsr_to_ascii: 111	 ascii_to_fifo:  50	 fifo_out_to_uart: 119	 uart_done: 0	 s_out: 1
clk:     5474659	 request_char: 1	 lfsr_to_ascii:  43	 ascii_to_fifo:  76	 fifo_out_to_uart: 119	 uart_done: 0	 s_out: 0
clk:     5485077	 request_char: 1	 lfsr_to_ascii: 130	 ascii_to_fifo:  69	 fifo_out_to_uart: 119	 uart_done: 1	 s_out: 1
clk:     5505913	 request_char: 1	 lfsr_to_ascii:  52	 ascii_to_fifo:  85	 fifo_out_to_uart:  83	 uart_done: 0	 s_out: 0
clk:     5516331	 request_char: 1	 lfsr_to_ascii:  13	 ascii_to_fifo:  46	 fifo_out_to_uart:  83	 uart_done: 0	 s_out: 1
clk:     5537167	 request_char: 1	 lfsr_to_ascii: 150	 ascii_to_fifo:  89	 fifo_out_to_uart:  83	 uart_done: 0	 s_out: 0
clk:     5558003	 request_char: 1	 lfsr_to_ascii:  77	 ascii_to_fifo: 110	 fifo_out_to_uart:  83	 uart_done: 0	 s_out: 1
clk:     5568421	 request_char: 1	 lfsr_to_ascii: 107	 ascii_to_fifo:  46	 fifo_out_to_uart:  83	 uart_done: 0	 s_out: 0
clk:     5578839	 request_char: 1	 lfsr_to_ascii: 146	 ascii_to_fifo:  85	 fifo_out_to_uart:  83	 uart_done: 0	 s_out: 1
clk:     5589257	 request_char: 1	 lfsr_to_ascii: 212	 ascii_to_fifo:  83	 fifo_out_to_uart:  83	 uart_done: 0	 s_out: 0
clk:     5599675	 request_char: 1	 lfsr_to_ascii:  53	 ascii_to_fifo:  86	 fifo_out_to_uart:  83	 uart_done: 1	 s_out: 1
clk:     5620511	 request_char: 1	 lfsr_to_ascii: 101	 ascii_to_fifo:  40	 fifo_out_to_uart: 119	 uart_done: 0	 s_out: 0
clk:     5630929	 request_char: 1	 lfsr_to_ascii:  97	 ascii_to_fifo:  36	 fifo_out_to_uart: 119	 uart_done: 0	 s_out: 1
clk:     5662183	 request_char: 1	 lfsr_to_ascii:   6	 ascii_to_fifo:  39	 fifo_out_to_uart: 119	 uart_done: 0	 s_out: 0
clk:     5672601	 request_char: 1	 lfsr_to_ascii: 241	 ascii_to_fifo: 112	 fifo_out_to_uart: 119	 uart_done: 0	 s_out: 1
clk:     5703855	 request_char: 1	 lfsr_to_ascii: 124	 ascii_to_fifo:  63	 fifo_out_to_uart: 119	 uart_done: 0	 s_out: 0
clk:     5714273	 request_char: 1	 lfsr_to_ascii:  31	 ascii_to_fifo:  64	 fifo_out_to_uart: 119	 uart_done: 1	 s_out: 1
clk:     5735109	 request_char: 1	 lfsr_to_ascii: 171	 ascii_to_fifo: 110	 fifo_out_to_uart: 102	 uart_done: 0	 s_out: 0
clk:     5755945	 request_char: 1	 lfsr_to_ascii: 216	 ascii_to_fifo:  87	 fifo_out_to_uart: 102	 uart_done: 0	 s_out: 1
clk:     5776781	 request_char: 1	 lfsr_to_ascii: 253	 ascii_to_fifo: 124	 fifo_out_to_uart: 102	 uart_done: 0	 s_out: 0
clk:     5797617	 request_char: 1	 lfsr_to_ascii: 153	 ascii_to_fifo:  92	 fifo_out_to_uart: 102	 uart_done: 0	 s_out: 1
clk:     5818453	 request_char: 1	 lfsr_to_ascii: 231	 ascii_to_fifo: 102	 fifo_out_to_uart: 102	 uart_done: 0	 s_out: 0
clk:     5828871	 request_char: 1	 lfsr_to_ascii: 177	 ascii_to_fifo: 116	 fifo_out_to_uart: 102	 uart_done: 1	 s_out: 1
clk:     5849707	 request_char: 1	 lfsr_to_ascii:  21	 ascii_to_fifo:  54	 fifo_out_to_uart:  92	 uart_done: 0	 s_out: 0
clk:     5880961	 request_char: 1	 lfsr_to_ascii: 145	 ascii_to_fifo:  84	 fifo_out_to_uart:  92	 uart_done: 0	 s_out: 1
clk:     5912215	 request_char: 1	 lfsr_to_ascii: 141	 ascii_to_fifo:  80	 fifo_out_to_uart:  92	 uart_done: 0	 s_out: 0
clk:     5922633	 request_char: 1	 lfsr_to_ascii:  91	 ascii_to_fifo: 124	 fifo_out_to_uart:  92	 uart_done: 0	 s_out: 1
clk:     5933051	 request_char: 1	 lfsr_to_ascii: 158	 ascii_to_fifo:  97	 fifo_out_to_uart:  92	 uart_done: 0	 s_out: 0
clk:     5943469	 request_char: 1	 lfsr_to_ascii: 215	 ascii_to_fifo:  86	 fifo_out_to_uart:  92	 uart_done: 1	 s_out: 1
clk:     5964305	 request_char: 1	 lfsr_to_ascii:  87	 ascii_to_fifo: 120	 fifo_out_to_uart:  43	 uart_done: 0	 s_out: 0
clk:     5974723	 request_char: 1	 lfsr_to_ascii: 157	 ascii_to_fifo:  96	 fifo_out_to_uart:  43	 uart_done: 0	 s_out: 1
clk:     5995559	 request_char: 1	 lfsr_to_ascii: 159	 ascii_to_fifo:  98	 fifo_out_to_uart:  43	 uart_done: 0	 s_out: 0
clk:     6005977	 request_char: 1	 lfsr_to_ascii: 175	 ascii_to_fifo: 114	 fifo_out_to_uart:  43	 uart_done: 0	 s_out: 1
clk:     6016395	 request_char: 1	 lfsr_to_ascii: 163	 ascii_to_fifo: 102	 fifo_out_to_uart:  43	 uart_done: 0	 s_out: 0
clk:     6026813	 request_char: 1	 lfsr_to_ascii: 160	 ascii_to_fifo:  99	 fifo_out_to_uart:  43	 uart_done: 0	 s_out: 1
clk:     6037231	 request_char: 1	 lfsr_to_ascii:  40	 ascii_to_fifo:  73	 fifo_out_to_uart:  43	 uart_done: 0	 s_out: 0
clk:     6058067	 request_char: 1	 lfsr_to_ascii: 242	 ascii_to_fifo: 113	 fifo_out_to_uart:  43	 uart_done: 1	 s_out: 1
clk:     6078903	 request_char: 1	 lfsr_to_ascii:  51	 ascii_to_fifo:  84	 fifo_out_to_uart:  78	 uart_done: 0	 s_out: 0
clk:     6099739	 request_char: 1	 lfsr_to_ascii:  33	 ascii_to_fifo:  66	 fifo_out_to_uart:  78	 uart_done: 0	 s_out: 1
clk:     6130993	 request_char: 1	 lfsr_to_ascii:   7	 ascii_to_fifo:  40	 fifo_out_to_uart:  78	 uart_done: 0	 s_out: 0
clk:     6151829	 request_char: 1	 lfsr_to_ascii:  90	 ascii_to_fifo: 123	 fifo_out_to_uart:  78	 uart_done: 0	 s_out: 1
clk:     6162247	 request_char: 1	 lfsr_to_ascii: 230	 ascii_to_fifo: 101	 fifo_out_to_uart:  78	 uart_done: 0	 s_out: 0
clk:     6172665	 request_char: 1	 lfsr_to_ascii: 201	 ascii_to_fifo:  72	 fifo_out_to_uart:  78	 uart_done: 1	 s_out: 1
clk:     6193501	 request_char: 1	 lfsr_to_ascii: 226	 ascii_to_fifo:  97	 fifo_out_to_uart:  99	 uart_done: 0	 s_out: 0
clk:     6203919	 request_char: 1	 lfsr_to_ascii: 200	 ascii_to_fifo:  71	 fifo_out_to_uart:  99	 uart_done: 0	 s_out: 1
clk:     6224755	 request_char: 1	 lfsr_to_ascii: 252	 ascii_to_fifo: 123	 fifo_out_to_uart:  99	 uart_done: 0	 s_out: 0
clk:     6256009	 request_char: 1	 lfsr_to_ascii: 169	 ascii_to_fifo: 108	 fifo_out_to_uart:  99	 uart_done: 0	 s_out: 1
clk:     6276845	 request_char: 1	 lfsr_to_ascii: 228	 ascii_to_fifo:  99	 fifo_out_to_uart:  99	 uart_done: 0	 s_out: 0
clk:     6287263	 request_char: 1	 lfsr_to_ascii:  57	 ascii_to_fifo:  90	 fifo_out_to_uart:  99	 uart_done: 1	 s_out: 1
clk:     6308099	 request_char: 1	 lfsr_to_ascii: 237	 ascii_to_fifo: 108	 fifo_out_to_uart:  65	 uart_done: 0	 s_out: 0
clk:     6318517	 request_char: 1	 lfsr_to_ascii:  67	 ascii_to_fifo: 100	 fifo_out_to_uart:  65	 uart_done: 0	 s_out: 1
clk:     6328935	 request_char: 1	 lfsr_to_ascii: 152	 ascii_to_fifo:  91	 fifo_out_to_uart:  65	 uart_done: 0	 s_out: 0
clk:     6381025	 request_char: 1	 lfsr_to_ascii:  64	 ascii_to_fifo:  97	 fifo_out_to_uart:  65	 uart_done: 0	 s_out: 1
clk:     6391443	 request_char: 1	 lfsr_to_ascii:  16	 ascii_to_fifo:  49	 fifo_out_to_uart:  65	 uart_done: 0	 s_out: 0
clk:     6401861	 request_char: 1	 lfsr_to_ascii:   4	 ascii_to_fifo:  37	 fifo_out_to_uart:  65	 uart_done: 1	 s_out: 1
clk:     6422697	 request_char: 1	 lfsr_to_ascii: 120	 ascii_to_fifo:  59	 fifo_out_to_uart:  69	 uart_done: 0	 s_out: 0
clk:     6433115	 request_char: 1	 lfsr_to_ascii:  30	 ascii_to_fifo:  63	 fifo_out_to_uart:  69	 uart_done: 0	 s_out: 1
clk:     6443533	 request_char: 1	 lfsr_to_ascii: 247	 ascii_to_fifo: 118	 fifo_out_to_uart:  69	 uart_done: 0	 s_out: 0
clk:     6453951	 request_char: 1	 lfsr_to_ascii: 181	 ascii_to_fifo: 120	 fifo_out_to_uart:  69	 uart_done: 0	 s_out: 1
clk:     6464369	 request_char: 1	 lfsr_to_ascii:  85	 ascii_to_fifo: 118	 fifo_out_to_uart:  69	 uart_done: 0	 s_out: 0
clk:     6495623	 request_char: 1	 lfsr_to_ascii: 144	 ascii_to_fifo:  83	 fifo_out_to_uart:  69	 uart_done: 0	 s_out: 1
clk:     6506041	 request_char: 1	 lfsr_to_ascii:  36	 ascii_to_fifo:  69	 fifo_out_to_uart:  69	 uart_done: 0	 s_out: 0
clk:     6516459	 request_char: 1	 lfsr_to_ascii:   9	 ascii_to_fifo:  42	 fifo_out_to_uart:  69	 uart_done: 1	 s_out: 1
clk:     6537295	 request_char: 1	 lfsr_to_ascii: 238	 ascii_to_fifo: 109	 fifo_out_to_uart:  69	 uart_done: 0	 s_out: 0
clk:     6547713	 request_char: 1	 lfsr_to_ascii: 203	 ascii_to_fifo:  74	 fifo_out_to_uart:  69	 uart_done: 0	 s_out: 1
clk:     6558131	 request_char: 1	 lfsr_to_ascii: 186	 ascii_to_fifo: 125	 fifo_out_to_uart:  69	 uart_done: 0	 s_out: 0
clk:     6568549	 request_char: 1	 lfsr_to_ascii: 222	 ascii_to_fifo:  93	 fifo_out_to_uart:  69	 uart_done: 0	 s_out: 1
clk:     6578967	 request_char: 1	 lfsr_to_ascii: 199	 ascii_to_fifo:  70	 fifo_out_to_uart:  69	 uart_done: 0	 s_out: 0
clk:     6610221	 request_char: 1	 lfsr_to_ascii: 229	 ascii_to_fifo: 100	 fifo_out_to_uart:  69	 uart_done: 0	 s_out: 1
clk:     6620639	 request_char: 1	 lfsr_to_ascii:  65	 ascii_to_fifo:  98	 fifo_out_to_uart:  69	 uart_done: 0	 s_out: 0
clk:     6631057	 request_char: 1	 lfsr_to_ascii: 104	 ascii_to_fifo:  43	 fifo_out_to_uart:  69	 uart_done: 1	 s_out: 1
clk:     6651893	 request_char: 1	 lfsr_to_ascii: 246	 ascii_to_fifo: 117	 fifo_out_to_uart: 105	 uart_done: 0	 s_out: 0
clk:     6662311	 request_char: 1	 lfsr_to_ascii: 205	 ascii_to_fifo:  76	 fifo_out_to_uart: 105	 uart_done: 0	 s_out: 1
clk:     6672729	 request_char: 1	 lfsr_to_ascii:  75	 ascii_to_fifo: 108	 fifo_out_to_uart: 105	 uart_done: 0	 s_out: 0
clk:     6693565	 request_char: 1	 lfsr_to_ascii: 214	 ascii_to_fifo:  85	 fifo_out_to_uart: 105	 uart_done: 0	 s_out: 1
